,last open10,last high10,last low10,last open9,last high9,last low9,last open8,last high8,last low8,last open7,last high7,last low7,last open6,last high6,last low6,last open5,last high5,last low5,last open4,last high4,last low4,last open3,last high3,last low3,last open2,last high2,last low2,last open1,last high1,last low1,last open,last high,last low,Open,High,Low,Close
367,1.44866,1.45219,1.43811,1.45134,1.45438,1.42108,1.42574,1.43462,1.41957,1.42658,1.43986,1.42658,1.4351,1.4428,1.40516,1.41335,1.42267,1.40435,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41656
368,1.45134,1.45438,1.42108,1.42574,1.43462,1.41957,1.42658,1.43986,1.42658,1.4351,1.4428,1.40516,1.41335,1.42267,1.40435,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.4335
369,1.42574,1.43462,1.41957,1.42658,1.43986,1.42658,1.4351,1.4428,1.40516,1.41335,1.42267,1.40435,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42985
370,1.42658,1.43986,1.42658,1.4351,1.4428,1.40516,1.41335,1.42267,1.40435,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44646
371,1.4351,1.4428,1.40516,1.41335,1.42267,1.40435,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44887
372,1.41335,1.42267,1.40435,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48008
373,1.40922,1.41796,1.39332,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46831
374,1.39351,1.4038,1.38778,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.4651
375,1.40081,1.42325,1.39683,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.46624
376,1.42253,1.43488,1.42253,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.46108
377,1.43164,1.44821,1.4082,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45357
378,1.42423,1.42826,1.40699,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43655
379,1.41667,1.43837,1.40966,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.41175
380,1.43353,1.45404,1.42772,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.39905
381,1.42982,1.44975,1.41494,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786
382,1.44698,1.45012,1.4433,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.37705
383,1.44877,1.4864,1.44513,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649
384,1.48003,1.48264,1.46195,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515
385,1.46822,1.47451,1.45996,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.357
386,1.46506,1.47667,1.45584,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.3608
387,1.4663,1.46777,1.45538,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35568
388,1.45811,1.45811,1.4507,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.34091
389,1.45356,1.45675,1.43001,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35955
390,1.43677,1.44243,1.40067,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.36528
391,1.4119,1.4174,1.39755,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35616
392,1.399,1.40145,1.37455,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34334
393,1.3786,1.39065,1.37025,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34835
394,1.36686,1.3704,1.361,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34052
395,1.3649,1.367,1.3443,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34418
396,1.3515,1.37425,1.34815,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.33373
397,1.35687,1.37535,1.35429,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30052
398,1.36079,1.37812,1.35528,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27701
399,1.35567,1.36407,1.32592,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28979
400,1.35653,1.36181,1.35412,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.2619
401,1.35969,1.36795,1.34498,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26188
402,1.3654,1.37639,1.35585,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24602
403,1.35583,1.36847,1.3421,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055
404,1.34333,1.35329,1.33467,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.2956
405,1.34814,1.35116,1.33846,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28685
406,1.34216,1.34437,1.33917,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2733
407,1.34435,1.35299,1.32871,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27711
408,1.3338,1.33514,1.29995,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.26135
409,1.30056,1.3031,1.27257,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981
410,1.27699,1.30016,1.27319,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135
411,1.28987,1.29033,1.24941,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875
412,1.25557,1.2621,1.25293,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2716
413,1.26219,1.26774,1.23331,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823
414,1.24645,1.28374,1.2329,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.2745
415,1.28055,1.2991,1.26235,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511
416,1.29565,1.3285,1.2805,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457
417,1.28715,1.2885,1.26675,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786
418,1.2745,1.2783,1.27355,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.26025
419,1.27725,1.28985,1.2575,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215
420,1.2615,1.3048,1.2525,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26405
421,1.2981,1.31145,1.27925,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345
422,1.29135,1.2932,1.26735,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503
423,1.26875,1.285,1.2652,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438
424,1.2816,1.2827,1.2775,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.25855
425,1.2823,1.2927,1.27175,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264
426,1.27455,1.28,1.2476,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.29135
427,1.2511,1.2631,1.24365,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.303
428,1.2457,1.28525,1.2388,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28935
429,1.2786,1.2799,1.25765,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925
430,1.25297,1.2582,1.25145,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.2689
431,1.25215,1.27415,1.25115,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2675
432,1.26415,1.27,1.25665,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596
433,1.26345,1.2814,1.2472,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.2708
434,1.2503,1.25935,1.2423,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704
435,1.2438,1.26375,1.24295,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704,1.28475,1.2549,1.2773
436,1.2585,1.26535,1.25835,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704,1.28475,1.2549,1.27725,1.2799,1.2627,1.27198
437,1.264,1.296,1.2567,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704,1.28475,1.2549,1.27725,1.2799,1.2627,1.27254,1.2734,1.27155,1.2729
438,1.2914,1.3081,1.28035,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704,1.28475,1.2549,1.27725,1.2799,1.2627,1.27254,1.2734,1.27155,1.2729,1.29675,1.27265,1.29125
439,1.3031,1.30315,1.2819,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704,1.28475,1.2549,1.27725,1.2799,1.2627,1.27254,1.2734,1.27155,1.2729,1.29675,1.27265,1.29125,1.30005,1.2798,1.2926
440,1.28945,1.2968,1.2859,1.28925,1.2957,1.2645,1.27093,1.27115,1.2675,1.2667,1.27035,1.2581,1.2596,1.27655,1.2562,1.27085,1.27415,1.2602,1.2704,1.28475,1.2549,1.27725,1.2799,1.2627,1.27254,1.2734,1.27155,1.2729,1.29675,1.27265,1.29125,1.30005,1.2798,1.2926,1.307,1.29035,1.3013
