,last open10,last high10,last low10,last open9,last high9,last low9,last open8,last high8,last low8,last open7,last high7,last low7,last open6,last high6,last low6,last open5,last high5,last low5,last open4,last high4,last low4,last open3,last high3,last low3,last open2,last high2,last low2,last open1,last high1,last low1,last open,last high,last low,Open,High,Low,Close
2846,1.11347,1.11612,1.10458,1.10777,1.10923,1.10777,1.10868,1.11049,1.10721,1.1085,1.11225,1.10705,1.11176,1.11914,1.1117,1.1185,1.11901,1.1135,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13475
2847,1.10777,1.10923,1.10777,1.10868,1.11049,1.10721,1.1085,1.11225,1.10705,1.11176,1.11914,1.1117,1.1185,1.11901,1.1135,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13216
2848,1.10868,1.11049,1.10721,1.1085,1.11225,1.10705,1.11176,1.11914,1.1117,1.1185,1.11901,1.1135,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12977
2849,1.1085,1.11225,1.10705,1.11176,1.11914,1.1117,1.1185,1.11901,1.1135,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13172
2850,1.11176,1.11914,1.1117,1.1185,1.11901,1.1135,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016
2851,1.1185,1.11901,1.1135,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609
2852,1.11382,1.12213,1.11313,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865
2853,1.1167,1.11687,1.1157,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11951
2854,1.11642,1.12034,1.11538,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11974
2855,1.11819,1.13223,1.11774,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904
2856,1.12759,1.13159,1.12407,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498
2857,1.12989,1.13663,1.12951,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11571
2858,1.13471,1.13488,1.13042,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985
2859,1.13088,1.13226,1.12943,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11539
2860,1.12978,1.13306,1.1271,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158
2861,1.13171,1.13553,1.12996,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504
2862,1.13016,1.13115,1.12452,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12457
2863,1.12609,1.12974,1.12592,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381
2864,1.12865,1.13408,1.11804,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12684
2865,1.11752,1.12006,1.11752,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12318
2866,1.11975,1.12077,1.1158,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406
2867,1.11904,1.11907,1.11321,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404
2868,1.11498,1.11654,1.11232,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191
2869,1.11564,1.12051,1.11276,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245
2870,1.11985,1.12521,1.11503,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12468
2871,1.11559,1.11591,1.11528,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.11509
2872,1.1158,1.11824,1.11395,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11577
2873,1.11504,1.12631,1.11409,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771
2874,1.12458,1.12714,1.1229,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153
2875,1.12381,1.13269,1.12345,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189
2876,1.12682,1.1285,1.11985,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081
2877,1.12343,1.12407,1.12293,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12237
2878,1.12406,1.12684,1.12103,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373
2879,1.12404,1.12602,1.12039,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.125
2880,1.12191,1.1274,1.12137,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217
2881,1.1245,1.12843,1.1219,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233
2882,1.12469,1.1248,1.11495,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12186
2883,1.115,1.11608,1.11497,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12414
2884,1.11576,1.11978,1.11507,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328
2885,1.11771,1.12134,1.11495,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12091
2886,1.1153,1.11966,1.1123,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091
2887,1.1189,1.12573,1.11849,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059
2888,1.12081,1.12405,1.11938,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418
2889,1.12294,1.1241,1.12228,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11986
2890,1.12373,1.12792,1.12211,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945
2891,1.12501,1.12589,1.1191,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405
2892,1.1217,1.12369,1.1182,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10573
2893,1.12233,1.12497,1.11968,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103
2894,1.12187,1.12507,1.11533,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.10479
2895,1.12287,1.12442,1.12272,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.09715
2896,1.12328,1.12416,1.12052,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656
2897,1.12093,1.12391,1.11379,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10109
2898,1.12091,1.12333,1.11897,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746
2899,1.12059,1.12103,1.11252,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744
2900,1.11418,1.12051,1.11043,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293
2901,1.11815,1.12032,1.11799,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08818
2902,1.11945,1.12003,1.11314,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088
2903,1.11405,1.11405,1.10488,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.08729
2904,1.10574,1.10611,1.10044,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.08861
2905,1.10103,1.10581,1.09855,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095
2906,1.1048,1.10565,1.09705,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.0897
2907,1.0969,1.09729,1.09653,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09824
2908,1.09656,1.10141,1.09638,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.0982
2909,1.10107,1.10263,1.097,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09706
2910,1.09746,1.10048,1.0955,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10553
2911,1.09744,1.10392,1.09159,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.10939
2912,1.09293,1.09295,1.08592,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10995
2913,1.08811,1.08843,1.08742,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10994,1.11412,1.10798,1.11378
2914,1.088,1.08996,1.08596,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10994,1.11412,1.10798,1.10637,1.10994,1.10566,1.10945
2915,1.0873,1.0905,1.08511,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10994,1.11412,1.10798,1.10637,1.10994,1.10566,1.10946,1.11103,1.10274,1.1049
2916,1.0886,1.09464,1.08744,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10994,1.11412,1.10798,1.10637,1.10994,1.10566,1.10946,1.11103,1.10274,1.10489,1.10669,1.10047,1.10177
2917,1.09095,1.09422,1.08826,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10994,1.11412,1.10798,1.10637,1.10994,1.10566,1.10946,1.11103,1.10274,1.10489,1.10669,1.10047,1.10178,1.12995,1.0907,1.09196
2918,1.08971,1.09917,1.0895,1.09896,1.09912,1.09756,1.09821,1.09826,1.09359,1.09708,1.1069,1.09599,1.10555,1.1123,1.10496,1.1094,1.11259,1.10596,1.10994,1.11412,1.10798,1.10637,1.10994,1.10566,1.10946,1.11103,1.10274,1.10489,1.10669,1.10047,1.10178,1.12995,1.0907,1.09193,1.09537,1.08649,1.08873
